#,Questions,Iterations,Answers
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,64,4
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,67,4
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,71,4
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,65,4
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,70,4
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,66,4
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,69,4
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,73,4
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,72,4
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,74,4
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,77,4
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,78,4
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,75,4
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,68,4
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,76,4
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,83,4
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,79,4
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,84,4
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,81,4
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,85,4
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,80,4
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,82,4
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,87,4
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,88,4
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,89,4
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,90,4
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,92,4
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,86,4
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,93,4
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,91,4
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,94,4
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,97,4
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,95,4
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,98,4
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,96,4
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,99,4
9,Getting too much change and not saying anything,0,3
9,Getting too much change and not saying anything,1,3
9,Getting too much change and not saying anything,3,4
9,Getting too much change and not saying anything,2,4
9,Getting too much change and not saying anything,8,4
9,Getting too much change and not saying anything,7,3
9,Getting too much change and not saying anything,5,3
9,Getting too much change and not saying anything,4,3
9,Getting too much change and not saying anything,9,4
9,Getting too much change and not saying anything,11,4
9,Getting too much change and not saying anything,13,4
9,Getting too much change and not saying anything,6,3
9,Getting too much change and not saying anything,12,3
9,Getting too much change and not saying anything,14,3
9,Getting too much change and not saying anything,10,4
9,Getting too much change and not saying anything,15,4
9,Getting too much change and not saying anything,17,3
9,Getting too much change and not saying anything,16,4
9,Getting too much change and not saying anything,19,4
9,Getting too much change and not saying anything,18,4
9,Getting too much change and not saying anything,20,4
9,Getting too much change and not saying anything,23,3
9,Getting too much change and not saying anything,26,3
9,Getting too much change and not saying anything,22,3
9,Getting too much change and not saying anything,25,4
9,Getting too much change and not saying anything,21,3
9,Getting too much change and not saying anything,27,4
9,Getting too much change and not saying anything,24,4
9,Getting too much change and not saying anything,28,3
9,Getting too much change and not saying anything,33,3
9,Getting too much change and not saying anything,31,4
9,Getting too much change and not saying anything,29,4
9,Getting too much change and not saying anything,35,4
9,Getting too much change and not saying anything,30,4
9,Getting too much change and not saying anything,32,3
9,Getting too much change and not saying anything,39,3
9,Getting too much change and not saying anything,40,4
9,Getting too much change and not saying anything,41,3
9,Getting too much change and not saying anything,36,3
9,Getting too much change and not saying anything,37,3
9,Getting too much change and not saying anything,42,4
9,Getting too much change and not saying anything,48,3
9,Getting too much change and not saying anything,43,4
9,Getting too much change and not saying anything,45,3
9,Getting too much change and not saying anything,47,3
9,Getting too much change and not saying anything,34,4
9,Getting too much change and not saying anything,46,3
9,Getting too much change and not saying anything,44,3
9,Getting too much change and not saying anything,52,4
9,Getting too much change and not saying anything,38,3
9,Getting too much change and not saying anything,50,4
9,Getting too much change and not saying anything,49,3
9,Getting too much change and not saying anything,55,3
9,Getting too much change and not saying anything,53,4
9,Getting too much change and not saying anything,51,4
9,Getting too much change and not saying anything,56,4
9,Getting too much change and not saying anything,54,3
9,Getting too much change and not saying anything,60,3
9,Getting too much change and not saying anything,59,4
9,Getting too much change and not saying anything,58,3
9,Getting too much change and not saying anything,57,3
9,Getting too much change and not saying anything,61,3
9,Getting too much change and not saying anything,63,3
9,Getting too much change and not saying anything,62,3
9,Getting too much change and not saying anything,67,4
9,Getting too much change and not saying anything,64,3
9,Getting too much change and not saying anything,68,3
9,Getting too much change and not saying anything,65,3
9,Getting too much change and not saying anything,69,4
9,Getting too much change and not saying anything,66,3
9,Getting too much change and not saying anything,75,3
9,Getting too much change and not saying anything,72,3
9,Getting too much change and not saying anything,74,4
9,Getting too much change and not saying anything,70,4
9,Getting too much change and not saying anything,76,4
9,Getting too much change and not saying anything,77,4
9,Getting too much change and not saying anything,73,3
9,Getting too much change and not saying anything,71,3
9,Getting too much change and not saying anything,79,4
9,Getting too much change and not saying anything,81,3
9,Getting too much change and not saying anything,80,3
9,Getting too much change and not saying anything,83,3
9,Getting too much change and not saying anything,78,3
9,Getting too much change and not saying anything,82,3
9,Getting too much change and not saying anything,85,3
9,Getting too much change and not saying anything,84,3
9,Getting too much change and not saying anything,90,2
9,Getting too much change and not saying anything,87,3
9,Getting too much change and not saying anything,86,3
9,Getting too much change and not saying anything,91,3
9,Getting too much change and not saying anything,88,4
9,Getting too much change and not saying anything,92,3
9,Getting too much change and not saying anything,93,4
9,Getting too much change and not saying anything,89,4
9,Getting too much change and not saying anything,97,3
9,Getting too much change and not saying anything,99,4
9,Getting too much change and not saying anything,95,4
9,Getting too much change and not saying anything,96,3
9,Getting too much change and not saying anything,94,3
9,Getting too much change and not saying anything,98,3
10,Joining a CD club just to get some free CD's with no intention of buying any ,1,3
10,Joining a CD club just to get some free CD's with no intention of buying any ,0,3
10,Joining a CD club just to get some free CD's with no intention of buying any ,7,2
10,Joining a CD club just to get some free CD's with no intention of buying any ,2,4
10,Joining a CD club just to get some free CD's with no intention of buying any ,8,2
10,Joining a CD club just to get some free CD's with no intention of buying any ,4,3
10,Joining a CD club just to get some free CD's with no intention of buying any ,5,3
10,Joining a CD club just to get some free CD's with no intention of buying any ,3,2
10,Joining a CD club just to get some free CD's with no intention of buying any ,6,3
10,Joining a CD club just to get some free CD's with no intention of buying any ,12,3
10,Joining a CD club just to get some free CD's with no intention of buying any ,14,3
10,Joining a CD club just to get some free CD's with no intention of buying any ,9,4
10,Joining a CD club just to get some free CD's with no intention of buying any ,15,2
10,Joining a CD club just to get some free CD's with no intention of buying any ,13,3
10,Joining a CD club just to get some free CD's with no intention of buying any ,10,3
10,Joining a CD club just to get some free CD's with no intention of buying any ,16,3
10,Joining a CD club just to get some free CD's with no intention of buying any ,11,3
10,Joining a CD club just to get some free CD's with no intention of buying any ,19,3
10,Joining a CD club just to get some free CD's with no intention of buying any ,23,3
10,Joining a CD club just to get some free CD's with no intention of buying any ,18,3
10,Joining a CD club just to get some free CD's with no intention of buying any ,17,3
10,Joining a CD club just to get some free CD's with no intention of buying any ,21,2
10,Joining a CD club just to get some free CD's with no intention of buying any ,20,3
10,Joining a CD club just to get some free CD's with no intention of buying any ,22,3
10,Joining a CD club just to get some free CD's with no intention of buying any ,28,3
10,Joining a CD club just to get some free CD's with no intention of buying any ,25,3
10,Joining a CD club just to get some free CD's with no intention of buying any ,27,3
10,Joining a CD club just to get some free CD's with no intention of buying any ,24,3
10,Joining a CD club just to get some free CD's with no intention of buying any ,29,3
10,Joining a CD club just to get some free CD's with no intention of buying any ,26,2
10,Joining a CD club just to get some free CD's with no intention of buying any ,30,3
10,Joining a CD club just to get some free CD's with no intention of buying any ,33,3
10,Joining a CD club just to get some free CD's with no intention of buying any ,32,3
10,Joining a CD club just to get some free CD's with no intention of buying any ,36,3
10,Joining a CD club just to get some free CD's with no intention of buying any ,37,3
10,Joining a CD club just to get some free CD's with no intention of buying any ,31,3
10,Joining a CD club just to get some free CD's with no intention of buying any ,38,3
10,Joining a CD club just to get some free CD's with no intention of buying any ,35,2
10,Joining a CD club just to get some free CD's with no intention of buying any ,40,3
10,Joining a CD club just to get some free CD's with no intention of buying any ,34,3
10,Joining a CD club just to get some free CD's with no intention of buying any ,42,3
10,Joining a CD club just to get some free CD's with no intention of buying any ,41,2
10,Joining a CD club just to get some free CD's with no intention of buying any ,39,3
10,Joining a CD club just to get some free CD's with no intention of buying any ,44,2
10,Joining a CD club just to get some free CD's with no intention of buying any ,45,3
10,Joining a CD club just to get some free CD's with no intention of buying any ,49,2
10,Joining a CD club just to get some free CD's with no intention of buying any ,48,3
10,Joining a CD club just to get some free CD's with no intention of buying any ,46,2
10,Joining a CD club just to get some free CD's with no intention of buying any ,47,3
10,Joining a CD club just to get some free CD's with no intention of buying any ,53,3
10,Joining a CD club just to get some free CD's with no intention of buying any ,51,3
10,Joining a CD club just to get some free CD's with no intention of buying any ,54,4
10,Joining a CD club just to get some free CD's with no intention of buying any ,43,4
10,Joining a CD club just to get some free CD's with no intention of buying any ,52,3
10,Joining a CD club just to get some free CD's with no intention of buying any ,50,3
10,Joining a CD club just to get some free CD's with no intention of buying any ,55,3
10,Joining a CD club just to get some free CD's with no intention of buying any ,56,3
10,Joining a CD club just to get some free CD's with no intention of buying any ,58,4
10,Joining a CD club just to get some free CD's with no intention of buying any ,57,3
10,Joining a CD club just to get some free CD's with no intention of buying any ,59,3
10,Joining a CD club just to get some free CD's with no intention of buying any ,63,2
10,Joining a CD club just to get some free CD's with no intention of buying any ,61,4
10,Joining a CD club just to get some free CD's with no intention of buying any ,62,3
10,Joining a CD club just to get some free CD's with no intention of buying any ,60,3
10,Joining a CD club just to get some free CD's with no intention of buying any ,66,3
10,Joining a CD club just to get some free CD's with no intention of buying any ,65,3
10,Joining a CD club just to get some free CD's with no intention of buying any ,67,3
10,Joining a CD club just to get some free CD's with no intention of buying any ,64,4
10,Joining a CD club just to get some free CD's with no intention of buying any ,69,3
10,Joining a CD club just to get some free CD's with no intention of buying any ,70,3
10,Joining a CD club just to get some free CD's with no intention of buying any ,68,2
10,Joining a CD club just to get some free CD's with no intention of buying any ,71,2
10,Joining a CD club just to get some free CD's with no intention of buying any ,72,3
10,Joining a CD club just to get some free CD's with no intention of buying any ,74,2
10,Joining a CD club just to get some free CD's with no intention of buying any ,75,3
10,Joining a CD club just to get some free CD's with no intention of buying any ,73,3
10,Joining a CD club just to get some free CD's with no intention of buying any ,77,2
10,Joining a CD club just to get some free CD's with no intention of buying any ,78,3
10,Joining a CD club just to get some free CD's with no intention of buying any ,76,3
10,Joining a CD club just to get some free CD's with no intention of buying any ,79,2
10,Joining a CD club just to get some free CD's with no intention of buying any ,80,3
10,Joining a CD club just to get some free CD's with no intention of buying any ,82,3
10,Joining a CD club just to get some free CD's with no intention of buying any ,87,3
10,Joining a CD club just to get some free CD's with no intention of buying any ,81,3
10,Joining a CD club just to get some free CD's with no intention of buying any ,83,2
10,Joining a CD club just to get some free CD's with no intention of buying any ,84,2
10,Joining a CD club just to get some free CD's with no intention of buying any ,88,2
10,Joining a CD club just to get some free CD's with no intention of buying any ,85,3
10,Joining a CD club just to get some free CD's with no intention of buying any ,89,3
10,Joining a CD club just to get some free CD's with no intention of buying any ,86,3
10,Joining a CD club just to get some free CD's with no intention of buying any ,90,3
10,Joining a CD club just to get some free CD's with no intention of buying any ,91,3
10,Joining a CD club just to get some free CD's with no intention of buying any ,95,3
10,Joining a CD club just to get some free CD's with no intention of buying any ,92,3
10,Joining a CD club just to get some free CD's with no intention of buying any ,94,3
10,Joining a CD club just to get some free CD's with no intention of buying any ,97,3
10,Joining a CD club just to get some free CD's with no intention of buying any ,96,3
10,Joining a CD club just to get some free CD's with no intention of buying any ,93,3
10,Joining a CD club just to get some free CD's with no intention of buying any ,98,3
10,Joining a CD club just to get some free CD's with no intention of buying any ,99,3
11,Observing someone shoplifting and ignoring it,3,2
11,Observing someone shoplifting and ignoring it,2,3
11,Observing someone shoplifting and ignoring it,4,3
11,Observing someone shoplifting and ignoring it,1,3
11,Observing someone shoplifting and ignoring it,5,3
11,Observing someone shoplifting and ignoring it,0,3
11,Observing someone shoplifting and ignoring it,6,3
11,Observing someone shoplifting and ignoring it,10,3
11,Observing someone shoplifting and ignoring it,13,2
11,Observing someone shoplifting and ignoring it,7,3
11,Observing someone shoplifting and ignoring it,9,3
11,Observing someone shoplifting and ignoring it,12,3
11,Observing someone shoplifting and ignoring it,8,3
11,Observing someone shoplifting and ignoring it,11,3
11,Observing someone shoplifting and ignoring it,20,3
11,Observing someone shoplifting and ignoring it,14,3
11,Observing someone shoplifting and ignoring it,17,2
11,Observing someone shoplifting and ignoring it,15,3
11,Observing someone shoplifting and ignoring it,18,3
11,Observing someone shoplifting and ignoring it,16,2
11,Observing someone shoplifting and ignoring it,19,3
11,Observing someone shoplifting and ignoring it,21,3
11,Observing someone shoplifting and ignoring it,23,2
11,Observing someone shoplifting and ignoring it,26,3
11,Observing someone shoplifting and ignoring it,24,3
11,Observing someone shoplifting and ignoring it,22,3
11,Observing someone shoplifting and ignoring it,25,3
11,Observing someone shoplifting and ignoring it,27,3
11,Observing someone shoplifting and ignoring it,29,3
11,Observing someone shoplifting and ignoring it,28,3
11,Observing someone shoplifting and ignoring it,33,3
11,Observing someone shoplifting and ignoring it,31,3
11,Observing someone shoplifting and ignoring it,30,3
11,Observing someone shoplifting and ignoring it,34,3
11,Observing someone shoplifting and ignoring it,32,3
11,Observing someone shoplifting and ignoring it,35,2
11,Observing someone shoplifting and ignoring it,37,3
11,Observing someone shoplifting and ignoring it,36,3
11,Observing someone shoplifting and ignoring it,39,3
11,Observing someone shoplifting and ignoring it,38,3
11,Observing someone shoplifting and ignoring it,40,2
11,Observing someone shoplifting and ignoring it,43,3
11,Observing someone shoplifting and ignoring it,41,3
11,Observing someone shoplifting and ignoring it,42,3
11,Observing someone shoplifting and ignoring it,48,3
11,Observing someone shoplifting and ignoring it,49,3
11,Observing someone shoplifting and ignoring it,44,3
11,Observing someone shoplifting and ignoring it,45,3
11,Observing someone shoplifting and ignoring it,51,3
11,Observing someone shoplifting and ignoring it,46,3
11,Observing someone shoplifting and ignoring it,50,3
11,Observing someone shoplifting and ignoring it,47,3
11,Observing someone shoplifting and ignoring it,55,3
11,Observing someone shoplifting and ignoring it,58,3
11,Observing someone shoplifting and ignoring it,57,3
11,Observing someone shoplifting and ignoring it,54,3
11,Observing someone shoplifting and ignoring it,53,3
11,Observing someone shoplifting and ignoring it,52,3
11,Observing someone shoplifting and ignoring it,59,3
11,Observing someone shoplifting and ignoring it,56,2
11,Observing someone shoplifting and ignoring it,60,3
11,Observing someone shoplifting and ignoring it,65,3
11,Observing someone shoplifting and ignoring it,61,3
11,Observing someone shoplifting and ignoring it,62,3
11,Observing someone shoplifting and ignoring it,64,3
11,Observing someone shoplifting and ignoring it,63,3
11,Observing someone shoplifting and ignoring it,68,3
11,Observing someone shoplifting and ignoring it,69,3
11,Observing someone shoplifting and ignoring it,66,3
11,Observing someone shoplifting and ignoring it,71,3
11,Observing someone shoplifting and ignoring it,70,3
11,Observing someone shoplifting and ignoring it,67,3
11,Observing someone shoplifting and ignoring it,73,3
11,Observing someone shoplifting and ignoring it,72,3
11,Observing someone shoplifting and ignoring it,74,3
11,Observing someone shoplifting and ignoring it,76,3
11,Observing someone shoplifting and ignoring it,77,3
11,Observing someone shoplifting and ignoring it,80,3
11,Observing someone shoplifting and ignoring it,79,3
11,Observing someone shoplifting and ignoring it,81,3
11,Observing someone shoplifting and ignoring it,78,3
11,Observing someone shoplifting and ignoring it,75,3
11,Observing someone shoplifting and ignoring it,84,3
11,Observing someone shoplifting and ignoring it,89,3
11,Observing someone shoplifting and ignoring it,86,3
11,Observing someone shoplifting and ignoring it,85,3
11,Observing someone shoplifting and ignoring it,87,3
11,Observing someone shoplifting and ignoring it,88,3
11,Observing someone shoplifting and ignoring it,82,3
11,Observing someone shoplifting and ignoring it,90,3
11,Observing someone shoplifting and ignoring it,95,3
11,Observing someone shoplifting and ignoring it,83,3
11,Observing someone shoplifting and ignoring it,91,3
11,Observing someone shoplifting and ignoring it,94,3
11,Observing someone shoplifting and ignoring it,93,3
11,Observing someone shoplifting and ignoring it,96,3
11,Observing someone shoplifting and ignoring it,92,3
11,Observing someone shoplifting and ignoring it,97,3
11,Observing someone shoplifting and ignoring it,98,3
11,Observing someone shoplifting and ignoring it,99,3
12,Using an expired coupon for merchandise,1,3
12,Using an expired coupon for merchandise,0,3
12,Using an expired coupon for merchandise,3,3
12,Using an expired coupon for merchandise,2,3
12,Using an expired coupon for merchandise,7,2
12,Using an expired coupon for merchandise,4,3
12,Using an expired coupon for merchandise,11,2
12,Using an expired coupon for merchandise,10,2
12,Using an expired coupon for merchandise,9,3
12,Using an expired coupon for merchandise,8,2
12,Using an expired coupon for merchandise,5,2
12,Using an expired coupon for merchandise,6,3
12,Using an expired coupon for merchandise,17,2
12,Using an expired coupon for merchandise,15,3
12,Using an expired coupon for merchandise,16,2
12,Using an expired coupon for merchandise,12,2
12,Using an expired coupon for merchandise,14,2
12,Using an expired coupon for merchandise,18,3
12,Using an expired coupon for merchandise,19,3
12,Using an expired coupon for merchandise,20,2
12,Using an expired coupon for merchandise,23,2
12,Using an expired coupon for merchandise,25,3
12,Using an expired coupon for merchandise,22,3
12,Using an expired coupon for merchandise,21,2
12,Using an expired coupon for merchandise,24,3
12,Using an expired coupon for merchandise,13,3
12,Using an expired coupon for merchandise,26,3
12,Using an expired coupon for merchandise,34,3
12,Using an expired coupon for merchandise,30,2
12,Using an expired coupon for merchandise,32,2
12,Using an expired coupon for merchandise,29,3
12,Using an expired coupon for merchandise,28,3
12,Using an expired coupon for merchandise,27,2
12,Using an expired coupon for merchandise,33,3
12,Using an expired coupon for merchandise,35,3
12,Using an expired coupon for merchandise,41,2
12,Using an expired coupon for merchandise,40,2
12,Using an expired coupon for merchandise,31,2
12,Using an expired coupon for merchandise,36,3
12,Using an expired coupon for merchandise,39,3
12,Using an expired coupon for merchandise,38,3
12,Using an expired coupon for merchandise,37,2
12,Using an expired coupon for merchandise,46,2
12,Using an expired coupon for merchandise,49,3
12,Using an expired coupon for merchandise,43,3
12,Using an expired coupon for merchandise,42,3
12,Using an expired coupon for merchandise,47,2
12,Using an expired coupon for merchandise,44,3
12,Using an expired coupon for merchandise,48,3
12,Using an expired coupon for merchandise,45,3
12,Using an expired coupon for merchandise,50,3
12,Using an expired coupon for merchandise,52,3
12,Using an expired coupon for merchandise,57,3
12,Using an expired coupon for merchandise,54,2
12,Using an expired coupon for merchandise,55,2
12,Using an expired coupon for merchandise,56,2
12,Using an expired coupon for merchandise,53,3
12,Using an expired coupon for merchandise,51,3
12,Using an expired coupon for merchandise,60,3
12,Using an expired coupon for merchandise,61,3
12,Using an expired coupon for merchandise,62,3
12,Using an expired coupon for merchandise,59,3
12,Using an expired coupon for merchandise,58,3
12,Using an expired coupon for merchandise,65,3
12,Using an expired coupon for merchandise,63,3
12,Using an expired coupon for merchandise,64,3
12,Using an expired coupon for merchandise,68,2
12,Using an expired coupon for merchandise,72,3
12,Using an expired coupon for merchandise,71,3
12,Using an expired coupon for merchandise,66,2
12,Using an expired coupon for merchandise,73,2
12,Using an expired coupon for merchandise,70,3
12,Using an expired coupon for merchandise,69,2
12,Using an expired coupon for merchandise,67,3
12,Using an expired coupon for merchandise,75,2
12,Using an expired coupon for merchandise,76,2
12,Using an expired coupon for merchandise,79,3
12,Using an expired coupon for merchandise,78,3
12,Using an expired coupon for merchandise,74,2
12,Using an expired coupon for merchandise,81,2
12,Using an expired coupon for merchandise,77,2
12,Using an expired coupon for merchandise,80,3
12,Using an expired coupon for merchandise,87,4
12,Using an expired coupon for merchandise,85,3
12,Using an expired coupon for merchandise,84,3
12,Using an expired coupon for merchandise,89,2
12,Using an expired coupon for merchandise,83,2
12,Using an expired coupon for merchandise,86,3
12,Using an expired coupon for merchandise,88,3
12,Using an expired coupon for merchandise,82,2
12,Using an expired coupon for merchandise,91,3
12,Using an expired coupon for merchandise,97,2
12,Using an expired coupon for merchandise,90,3
12,Using an expired coupon for merchandise,92,2
12,Using an expired coupon for merchandise,95,3
12,Using an expired coupon for merchandise,94,3
12,Using an expired coupon for merchandise,93,3
12,Using an expired coupon for merchandise,96,3
12,Using an expired coupon for merchandise,99,3
12,Using an expired coupon for merchandise,98,2
13,Returning merchandise to a store by claiming that it was a gift when it was not,0,1
13,Returning merchandise to a store by claiming that it was a gift when it was not,3,1
13,Returning merchandise to a store by claiming that it was a gift when it was not,5,1
13,Returning merchandise to a store by claiming that it was a gift when it was not,2,1
13,Returning merchandise to a store by claiming that it was a gift when it was not,4,1
13,Returning merchandise to a store by claiming that it was a gift when it was not,1,1
13,Returning merchandise to a store by claiming that it was a gift when it was not,9,1
13,Returning merchandise to a store by claiming that it was a gift when it was not,10,1
13,Returning merchandise to a store by claiming that it was a gift when it was not,6,1
13,Returning merchandise to a store by claiming that it was a gift when it was not,11,1
13,Returning merchandise to a store by claiming that it was a gift when it was not,7,1
13,Returning merchandise to a store by claiming that it was a gift when it was not,8,1
13,Returning merchandise to a store by claiming that it was a gift when it was not,13,1
13,Returning merchandise to a store by claiming that it was a gift when it was not,12,1
13,Returning merchandise to a store by claiming that it was a gift when it was not,14,1
13,Returning merchandise to a store by claiming that it was a gift when it was not,15,1
13,Returning merchandise to a store by claiming that it was a gift when it was not,16,1
13,Returning merchandise to a store by claiming that it was a gift when it was not,20,1
13,Returning merchandise to a store by claiming that it was a gift when it was not,17,1
13,Returning merchandise to a store by claiming that it was a gift when it was not,19,1
13,Returning merchandise to a store by claiming that it was a gift when it was not,21,1
13,Returning merchandise to a store by claiming that it was a gift when it was not,27,1
13,Returning merchandise to a store by claiming that it was a gift when it was not,26,1
13,Returning merchandise to a store by claiming that it was a gift when it was not,23,1
13,Returning merchandise to a store by claiming that it was a gift when it was not,28,1
13,Returning merchandise to a store by claiming that it was a gift when it was not,24,1
13,Returning merchandise to a store by claiming that it was a gift when it was not,22,1
13,Returning merchandise to a store by claiming that it was a gift when it was not,25,1
13,Returning merchandise to a store by claiming that it was a gift when it was not,30,1
13,Returning merchandise to a store by claiming that it was a gift when it was not,31,1
13,Returning merchandise to a store by claiming that it was a gift when it was not,35,1
13,Returning merchandise to a store by claiming that it was a gift when it was not,33,1
13,Returning merchandise to a store by claiming that it was a gift when it was not,34,1
13,Returning merchandise to a store by claiming that it was a gift when it was not,32,2
13,Returning merchandise to a store by claiming that it was a gift when it was not,36,2
13,Returning merchandise to a store by claiming that it was a gift when it was not,40,1
13,Returning merchandise to a store by claiming that it was a gift when it was not,39,1
13,Returning merchandise to a store by claiming that it was a gift when it was not,38,1
13,Returning merchandise to a store by claiming that it was a gift when it was not,18,1
13,Returning merchandise to a store by claiming that it was a gift when it was not,37,1
13,Returning merchandise to a store by claiming that it was a gift when it was not,41,1
13,Returning merchandise to a store by claiming that it was a gift when it was not,29,1
13,Returning merchandise to a store by claiming that it was a gift when it was not,47,1
13,Returning merchandise to a store by claiming that it was a gift when it was not,43,1
13,Returning merchandise to a store by claiming that it was a gift when it was not,46,1
13,Returning merchandise to a store by claiming that it was a gift when it was not,48,1
13,Returning merchandise to a store by claiming that it was a gift when it was not,44,1
13,Returning merchandise to a store by claiming that it was a gift when it was not,42,2
13,Returning merchandise to a store by claiming that it was a gift when it was not,45,1
13,Returning merchandise to a store by claiming that it was a gift when it was not,50,1
13,Returning merchandise to a store by claiming that it was a gift when it was not,53,1
13,Returning merchandise to a store by claiming that it was a gift when it was not,51,1
13,Returning merchandise to a store by claiming that it was a gift when it was not,49,1
13,Returning merchandise to a store by claiming that it was a gift when it was not,55,1
13,Returning merchandise to a store by claiming that it was a gift when it was not,54,1
13,Returning merchandise to a store by claiming that it was a gift when it was not,56,1
13,Returning merchandise to a store by claiming that it was a gift when it was not,52,1
13,Returning merchandise to a store by claiming that it was a gift when it was not,59,1
13,Returning merchandise to a store by claiming that it was a gift when it was not,58,1
13,Returning merchandise to a store by claiming that it was a gift when it was not,62,1
13,Returning merchandise to a store by claiming that it was a gift when it was not,63,1
13,Returning merchandise to a store by claiming that it was a gift when it was not,57,1
13,Returning merchandise to a store by claiming that it was a gift when it was not,61,1
13,Returning merchandise to a store by claiming that it was a gift when it was not,60,1
13,Returning merchandise to a store by claiming that it was a gift when it was not,64,1
13,Returning merchandise to a store by claiming that it was a gift when it was not,65,1
13,Returning merchandise to a store by claiming that it was a gift when it was not,66,1
13,Returning merchandise to a store by claiming that it was a gift when it was not,69,1
13,Returning merchandise to a store by claiming that it was a gift when it was not,68,1
13,Returning merchandise to a store by claiming that it was a gift when it was not,70,1
13,Returning merchandise to a store by claiming that it was a gift when it was not,67,1
13,Returning merchandise to a store by claiming that it was a gift when it was not,74,1
13,Returning merchandise to a store by claiming that it was a gift when it was not,76,1
13,Returning merchandise to a store by claiming that it was a gift when it was not,77,1
13,Returning merchandise to a store by claiming that it was a gift when it was not,72,1
13,Returning merchandise to a store by claiming that it was a gift when it was not,71,1
13,Returning merchandise to a store by claiming that it was a gift when it was not,78,1
13,Returning merchandise to a store by claiming that it was a gift when it was not,75,2
13,Returning merchandise to a store by claiming that it was a gift when it was not,79,1
13,Returning merchandise to a store by claiming that it was a gift when it was not,81,2
13,Returning merchandise to a store by claiming that it was a gift when it was not,84,1
13,Returning merchandise to a store by claiming that it was a gift when it was not,83,1
13,Returning merchandise to a store by claiming that it was a gift when it was not,85,1
13,Returning merchandise to a store by claiming that it was a gift when it was not,80,1
13,Returning merchandise to a store by claiming that it was a gift when it was not,73,2
13,Returning merchandise to a store by claiming that it was a gift when it was not,82,1
13,Returning merchandise to a store by claiming that it was a gift when it was not,87,1
13,Returning merchandise to a store by claiming that it was a gift when it was not,93,1
13,Returning merchandise to a store by claiming that it was a gift when it was not,88,1
13,Returning merchandise to a store by claiming that it was a gift when it was not,91,1
13,Returning merchandise to a store by claiming that it was a gift when it was not,92,1
13,Returning merchandise to a store by claiming that it was a gift when it was not,90,1
13,Returning merchandise to a store by claiming that it was a gift when it was not,89,2
13,Returning merchandise to a store by claiming that it was a gift when it was not,86,1
13,Returning merchandise to a store by claiming that it was a gift when it was not,98,1
13,Returning merchandise to a store by claiming that it was a gift when it was not,97,1
13,Returning merchandise to a store by claiming that it was a gift when it was not,96,1
13,Returning merchandise to a store by claiming that it was a gift when it was not,94,1
13,Returning merchandise to a store by claiming that it was a gift when it was not,99,1
13,Returning merchandise to a store by claiming that it was a gift when it was not,95,1
14,Using a coupon for merchandise you did not buy,1,1
14,Using a coupon for merchandise you did not buy,0,1
14,Using a coupon for merchandise you did not buy,2,1
14,Using a coupon for merchandise you did not buy,8,1
14,Using a coupon for merchandise you did not buy,5,1
14,Using a coupon for merchandise you did not buy,9,1
14,Using a coupon for merchandise you did not buy,6,1
14,Using a coupon for merchandise you did not buy,4,1
14,Using a coupon for merchandise you did not buy,3,1
14,Using a coupon for merchandise you did not buy,7,1
14,Using a coupon for merchandise you did not buy,13,1
14,Using a coupon for merchandise you did not buy,11,1
14,Using a coupon for merchandise you did not buy,15,1
14,Using a coupon for merchandise you did not buy,14,1
14,Using a coupon for merchandise you did not buy,17,1
